Project Name,p_link,BHK,Price,Price per Sqft,Area with Type,No_open_sides,Boundary_Wall,Width of Facing road,Ownership,Authority Approved,Corner_Property,Gated Society,Address,Facing,Construction Status,Age Possession/completion date,Property Status,RERA ID,Property ID,Nearby Landmarks,Features,Key Highlights,Open Space (in %),Units Available,Description,Ratings
Paldi,https://www.99acres.com/residential-land-plot-for-sale-in-paldi-ahmedabad-west-410-sq-yard-spid-S81774936,Residential land / Plot,4 Cr,"₹10,840 /sqft",Plot_area 3690 sq.ft.l*b :*,,Yes,,Freehold,,,,"Paldi, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,S81774936,"['Shahi Masjid - Dargah Hazrat Ali Sher Bangali', 'Jalaram Mandir', 'Jyoti Eye Hospital- Phaco Laser Centre', 'R. Tolat Eye Clinic', 'Aarna Super Speciality Hospital', 'Dr. Atul H Kansara E.N.T Hospital', 'Shaurya Hospital Ahmedabad', 'Ratnam Eye Hospital', 'My dentist', 'Navkar Plastic Surgery Hospital', 'Navkar Ear Nose Throat Hospital', 'Sushrut Hospital Ahmedabad', 'Bodyline Hospitals', 'Shushtrut Hospital', 'Dr Chirag M Desai Eye Care', 'Long Life Hospital Ahmedabad', 'Amijyot Eye Hospital', 'Sanket Children Hospial', 'Het Eye Care', 'Bavishi Hospital', 'Ashray Clinic', 'Parimal Multispeciality Hospital', 'Stavan Eye Clinic', 'Archit Orthopaedic Hospital', 'Siddhivinayak Hospital Ahmedabad', 'Gheewala Hospital', 'Saraiya Plastic Surgery And Burns Hospital', 'Krupanidhi Hospital', 'Talsania Clinic', 'Aash Arthoscopy Centre', 'Om Surgical Nursing Home', 'Sanghavi Hospital Pvt. Ltd.', 'Navkalp Children Hospital', 'Diva Eye Institute Hospital', 'Khush Eye Hospital', 'Sannidhya Eye Hospital', 'Dr.Joshi Maternity And Gynec Hospital', 'Sannidhya Hospital', 'Dr. Rajiv Thakores Hospital', 'Netralaya-The Eye Associates', 'Sarthak Orthopaedic Hospital Parimal Crosssing', 'Paldi Bus Stand', 'Hindustan Petroleum Station', 'CNG Adani', 'Hdfc bank paldi branch', 'Udipi Cafe', 'TGB', 'Navchetan School', '9 Aple Web', 'Sakar Granito India Pvt. Ltd.']",[], ,,,"We are proud owners of land available for sale in paldi, ahmedabad. Available at price of rs 4 crores. It has plot area of 3690 sq ft. It has 4 bhk, 3 bathroom, 2 balcony.It is a freehold property","['Connectivity4.3/5', 'Lifestyle4.3/5', 'Safety4.3/5', 'Green Area4.3/5']"
Kanotar,https://www.99acres.com/residential-land-plot-for-sale-in-kanotar-ahmedabad-south-400-sq-yard-r1-spid-J78503885,Residential land / Plot,16 Lac,₹444 /sqft,Plot_area 3600 sq.ft.l*b :*,3.0,Yes,,Freehold,,,Yes,"Kanotar, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,J78503885,[],[],"['Close to Hospital', 'Overlooking Park/Garden']",,,Nearest great location from ahmedabad film city 1) world's biggest national maritime heritage complex lothal.. 2) dholera s.I.R : Bigger than the biggest city in the world. 3) d.M.I.C : Delhi-Mumbai industrial corridor. 4) 6 lane highway : Bagodara to dholera sir - Connect to ahmedabad - Baroda & rajkot. 5) internationa airport : Asia's no.1 biggest airport at fedra 6) metrocity project : Gujar...,
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-450-sq-yard-r3-spid-H71704922,Residential land / Plot,50 Lac,"₹1,235 /sqft",Plot_area 4050 sq.ft.l*b :*,2.0,,20.0 ft,Freehold,,,,"Plot No 32, Dholera, Ahmedabad",West,Ready To Move,Possession: Immediate *,Resale,not available,H71704922,[],[], ,,,S i r international cargo airport nearby,"['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Vasna Chacharavadi,https://www.99acres.com/residential-land-plot-for-sale-in-vasna-chacharavadi-ahmedabad-west-4000-sq-yard-r1-spid-W77336705,Residential land / Plot,3.6 Cr,"₹1,000 /sqft",Plot_area 36000 sq.ft.l*b :330 ft.(100.58) m.*90 ft.(27.43) m.,1.0,Yes,130.0 ft,Freehold,,,,"Fayda Bazaar, Vasna Chacharavadi, Sanand",East,Ready To Move,Possession: Immediate *,Resale,not available,W77336705,[],[],"['East Facing', 'Close to Market', 'Overlooking Main Road']",,,"36,000 square feet non-Agricultural plot located near a road, which is ideal for both residential developments such as flats and row houses, as well as commercial purposes. The proximity to the main highway (Just 2 km away) adds to its appeal for real estate development, making it an attractive option for investors. If you are looking to market this plot, here are a few highlights you can focus...",
Gandhi Road,https://www.99acres.com/residential-land-plot-for-sale-in-gandhi-road-ahmedabad-east-83-sq-yard-spid-U81754358,Residential land / Plot,1.1 Cr,"₹14,666 /sqft",Plot_area 750 sq.ft.l*b :*,,,,Freehold,,,,"Gandhi Road, Old City, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,U81754358,"['fish market', 'meat market', 'Hatkeshwar mandir', 'Visa Hanuman', 'Rameshwar mandir', 'Dwarkadhish mandir', 'Khamasa Parsi Agiyari', 'Bhadra Kali Temple', 'Sheth Jamnabhai Bhagubhai Trust', 'Chhapan Hospital', 'Mamta Maternity Home', 'Dhwani Children Hospital', 'Mysorewala Surgical Hospital', 'Dr. Tanumati Shah Hospital', 'Jay Orthopedic Hospital', 'Parijat Children Hospital', 'Dr. Nimesh Trivedi', 'Pinakin Dalal Hospital', 'Dr. Nilofar Shaikh', 'Memon Ent Hospital', 'Dr.Haroonbhai Jusabbhai Memon', 'Shree Umiya Multi Speciality Hospital', ""Divya Children's Hospital"", 'Jatan Children Hospital', 'Shree Jee Eye and Orthopedic Hospital', 'Aksharamrut Dental Clinic', 'Chinubhai Baronet Hospital', 'LM Referral Hospital', 'Chhipa Welfare Trust Hospital', 'TB Hospital', 'Kalupur Bus stop', 'New Bus Station Gita Mandir', 'Hdfc bank relief road branch', 'Central bank of india', 'Mangaldas Ni Haveli', 'Gol Limbda Bhajiya and Nashta House', 'Nishat', 'Sanmani Restaurant', 'Ghandi Cold Drink House', 'Relief Cyber Cafe', 'Paramount', 'K.G.N. Chinese Fry Centre', 'Agashiye Restaurant', 'Green House Restaurant', 'arbi', 'Lucky Tea Shop', 'Ahmedabad junction railway station', 'B.n. library', 'Ra.b.gi.u muncipal library', 'Swa.lalbhai kundivala muncipal library']",[], ,,,"We have a land available for sale in gandhi road, ahmedabad. Available at price of rs 1.1 crores. It has plot area of 750 sq ft. It is a freehold property","['Connectivity3.8/5', 'Lifestyle3.7/5', 'Safety3.8/5', 'Green Area3.8/5']"
Ognaj ,https://www.99acres.com/residential-land-plot-for-sale-in-ognaj-ahmedabad-west-489-sq-yard-spid-G81750920,Residential land / Plot,6.5 Cr,"₹14,769 /sqft",Plot_area 4401 sq.ft.l*b :*,2.0,Yes,,Freehold,"AMC,AUDA",,,"Ognaj , SG Highway",,Ready To Move,Possession: Immediate *,Resale,not available,G81750920,[],[],"['Close to School', 'Close to Hospital', 'Close to Market']",,,Devloping area on main road good location for residence.,"['Connectivity3.8/5', 'Lifestyle3.6/5', 'Safety3.9/5', 'Green Area3.8/5']"
South Bopal,https://www.99acres.com/residential-land-plot-for-sale-in-south-bopal-ahmedabad-west-315-sq-yard-spid-Z81726260,Residential land / Plot,3 Cr,"₹10,582 /sqft",Plot_area 2835 sq.ft.l*b :*,,,,Freehold,,,,"South Bopal, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,Z81726260,"['SoBo Centre', 'State bank of india sbi ATM', 'Icici ATM', 'Hdfc ATM', 'Axis ATM', 'Atm hdfc bank', 'Sannidhya Hospital', 'Navkaar Hospital', 'Aastha Orthopaedic Hospital Ahmedabad', 'Devasya Superspeciality Kidney Institute and Research Centre', 'Shreeji Children Hospital', 'Royal Maternity and Nursing Home', 'Bopal Multispeciality Hospital', 'Vanza Hospital', 'Vaishali Hospital', 'Laxmi Heart and Medical Hospital', 'Jay Prasuti Gruh and Nursing Home', 'Krishna Maternity Nursing Home', 'Bopal Eye Care Centre', 'Shivam Hospital', 'Adarsh Hospital', 'Life Care Hospital', 'Apollo Pharmacy', 'Regus Business Centre', 'Sterling City', 'Bopal gam', 'AMTS Ghuma Bus terminal', 'Ghuma BRTS terminal', 'Indian oil CNG n Petrol', 'State bank of india', 'State bank of india', 'Purohit Chavana and Sweet Mart', 'Upper Crest', 'Hocco Eatery', ""McDonald's"", 'Jalaram Parotha house', 'Havmor restaurant', 'LJ University', 'DPS - Delhi Public School', 'Gora railway station']",[], ,,,"I have a land available for sale in south bopal, ahmedabad west. Available at price of rs 30000000. It has plot area of 315 sqyards. It is a freehold property","['Connectivity4.3/5', 'Lifestyle4.2/5', 'Safety4.2/5', 'Green Area4.1/5']"
Sterling Greenwoods Sarovar Village,https://www.99acres.com/residential-land-plot-for-sale-in-sterling-greenwoods-sarovar-village-sanand-ahmedabad-west-700-sq-yard-r7-spid-J50934018,Residential land / Plot,40 Lac,₹667 /sqft,Plot_area 6300 sq.ft.l*b :*,2.0,Yes,15.0 ft,Co-operative Society,,,Yes,"Sterling Greenwoods Sarovar Village, Sanand, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,J50934018,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']","['Property Staff', '24/7 Power Backup', 'Swimming Pool', 'Gymnasium', 'Maintenance Staff', 'Club House', 'Park', 'Restaurant', 'Conference Room', 'Multipurpose Hall', 'Multipurpose court', 'Paved Compound']","['East Facing', 'Close to Hospital', 'Overlooking Park/Garden', 'Overlooking Main Road']",,,Just 12 kms from nalsarovar a good investment options,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Prarambh Smart City,https://www.99acres.com/residential-land-plot-for-sale-in-prarambh-smart-city-bavla-ahmedabad-south-250-sq-yard-to-450-sq-yard-npspid-D81673630,Residential land / Plot,22  - 39.6 Lac,₹977 /sqft,"Plot Area 2,250 sq.ft. (209.03 sq.m.)",,,,,,,,": THIRD FLOOR, 307, THIRD EYE ONE PANCHVATI ROAD, ",,Ready To Move,Possession: Immediate *,,not available,D81673630,"['Gulmohar Park Mall', 'NH 47', 'Shree Santoshi Global School', 'Rai University', 'Shree Hari Multi Speciality Hospital', 'SVP International Airport', 'Bavla Railway Station']","['Gymnasium', 'Club House', 'Park', 'Banquet Hall', 'Jogging Track', 'Badminton Court', 'Yoga/Meditation Area', 'Shopping Centre', 'Cricket Pitch']", ,,,"Prarambh smart city is not a real estate project, it's concept living or community living space. After successfully completing 350 ground floor villa with happy customers we are coming with ""prarambh residential plots"". Experience a luxury with new level with prarambh residential plots. Home where your story begins. Imagine waking up to the sound of sparrow chirping, as warmth of sunshine. Clea...","['Connectivity3.9/5', 'Lifestyle3.7/5', 'Safety3.8/5', 'Green Area3.5/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-168-sq-yard-spid-T81648699,Residential land / Plot,11 Lac,₹727 /sqft,Plot_area 1512 sq.ft.l*b :*,3.0,Yes,40.0 ft,Freehold,,,Yes,"Dholera, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,T81648699,[],['Rain Water Harvesting'],"['North-East Facing', 'Close to Hospital', 'Close to Railway Station', 'Close to Airport', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Rain Water Harvesting']",,,"Lake view from society
5 parks in society and temple","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Virat Nagar,https://www.99acres.com/residential-land-plot-for-sale-in-virat-nagar-ahmedabad-east-525-sq-yard-spid-U81576353,Residential land / Plot,3.4 Cr,"₹7,195 /sqft",Plot_area 4725 sq.ft.l*b :*,3.0,Yes,,Freehold,AMC,Yes,Yes,"Virat Nagar, SP Ring Road East",South-West,Ready To Move,Possession: Immediate *,Resale,PR/GJ/AHMEDABAD/AHMEDABADCITY/AUDA/PAA06102/250919,U81576353,"['Shubham Ent Hospital', 'Ayushman Medical Hospital and Dignosis Center', 'Vatsalya Neonatal and Children Hospital', 'Savalia Hospital Dr. Anjana J Savalia', 'Ano Care Hospital', ""Sanket Children's Speciality Hospital"", 'Sardar Hospital', 'Hari Krishna Uro Surgical Hospital', 'Dhwani General Hospital Nursing Home and Maternity Home', 'Dhwani General Hospital Nursing Home and Materity Home', 'Netra Raksha Hospital Thakkarbapa Nagar', 'Aarna Medical Hospital', 'Kalrav Nenotal And Children Hospital', 'Odhav Orthopaedic Hospital', 'Rajput Eye Hospital', 'Raghukul Ortho Hospital', 'Divya Jeevan Medical Hospital', 'Kuvar Ba General Hospital', 'Shiv Jyoti Eye Hospital', 'Sagar Orthopaedic Hospital', 'Madhuram Surgical Hospital', 'Tapan Hospital Pvt Ltd', 'Metalia Hospital and ICCU Diamond Market', 'Aagman Maternity and Gynec Hospital', 'Rangam Multispeciality Hospital', 'Venkaria Ortho Hospital', 'Kalrav Maternity Hospital and Sonography Centre', 'Smruti Eye Hospital', 'Kakadiya Hospital', 'Anand Hospital and Multispeciality', 'Chitrakut Surgical Hospital', 'Vasundhara Medical Hospital', 'Matru Hospital Ahmedabad', 'Tilak Hospital Multispeciality Ahmedabad', 'Rugved Multispeciality Hospital', 'Gujarat Hospital Ahmedabad', 'Jayshri Medical Hospital', 'shilpa medical store', 'Petrol CNG pump', 'State bank of india', 'TGB', 'Dominos', 'Spoons n straws', 'VIVEKANAND VIDYALAYA', 'IITRAM', 'Kavi ramanlal vasantlal desai muncipal library', 'V.n.shah library']","['Feng Shui / Vaastu Compliant', 'Water Storage']","['Close to School', 'Close to Hospital', 'Close to Market', 'Corner Property', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant']",,,"Prime residential property for sale 4725 sqft | excellent location Located in a peaceful and well-Connected neighborhood, this spacious 4725 sqft property offers an incredible opportunity for residential or investment purposes. This multi-Use space features a solidly constructed two-Storey home with ample open area, parking, and greenery. Property highlights: Total area: 4725 sqft (Approx.) Str...","['Connectivity4.2/5', 'Lifestyle4.2/5', 'Safety4/5', 'Green Area4.1/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-19360-sq-yard-r2-spid-O73382809,Residential land / Plot,2.75 Cr,₹158 /sqft,Plot_area 174240 sq.ft.l*b :*,,,,Freehold,,,,"Dholera, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,O73382809,[],[], ,,,"We have a land available for sale in dholera, ahmedabad. Available at price of rs 2.75 crores. It has plot area of 10 bigha. It is a freehold property","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-19360-sq-yard-r2-spid-F71724006,Residential land / Plot,2.5 Cr,₹143 /sqft,Plot_area 174240 sq.ft.l*b :*,,,,Freehold,,,,"Dholera, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,F71724006,[],[], ,,,"I am looking for buyer to purchase land available for sale in dholera, ahmedabad south. Available at price of rs 2.5 crores. It has plot area of 10 bigha. It is a freehold property","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Bavla,https://www.99acres.com/residential-land-plot-for-sale-in-bavla-ahmedabad-south-29040-sq-yard-spid-R81492589,Residential land / Plot,3 Cr,₹115 /sqft,Plot_area 261360 sq.ft.l*b :*,1.0,,,Freehold,,Yes,,"Bavla, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,R81492589,"['Swaminarayan Temple', 'Neyo Hospital', 'Paras Surgical Hospital Ahmedabad', 'Shivsagar Hospital', 'Dr. Harsha Tripathy Eye Hospital', 'Parekh Hospital', 'Government Hospital', ""Ashirvad Children's Hospital"", 'Trimurti Hospital', 'Shubham General Hospital', 'Bavla railway station']",[],['Corner Property'],,,Land for sell in ahmedabad bavla,"['Connectivity3.9/5', 'Lifestyle3.7/5', 'Safety3.8/5', 'Green Area3.5/5']"
SURAMYA-1 ADALAJ,https://www.99acres.com/residential-land-plot-for-sale-in-adalaj-ahmedabad-north-531-sq-yard-spid-G81481579,Residential land / Plot,4.25 Cr,"₹8,893 /sqft",Plot_area 4779 sq.ft.l*b :*,1.0,,,Co-operative Society,,,Yes,"S-174-B, SURAMYA-1 ADALAJ, Adalaj, Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,G81481579,"['Dadabhagwan Trimandir -', 'Government hospital', 'Amba Health Centre', 'Nirant', 'Hindustan Petroleum', 'Samrasi - Premium Bhojnalaya', 'Bhojnalaya - Unodri Bhavan']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']","['North-East Facing', 'Close to Hospital', 'Close to Mall', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant']",,,"This is one of the best property on ahmedabad gandhinagar highway road touch property future is fantastic due to development of adani shantigram in which price of land is more than 1,00,000 per sq.Yards","['Connectivity3.6/5', 'Lifestyle3.8/5', 'Safety3.8/5', 'Green Area3.8/5']"
vrajbhumi plotting scheme,https://www.99acres.com/residential-land-plot-for-sale-in-bagodara-ahmedabad-south-152-sq-yard-spid-I81438241,Residential land / Plot,50 Lac,"₹3,655 /sqft",Plot_area 1368 sq.ft.l*b :*,1.0,Yes,39.4 ft,Freehold,,,Yes,"018, vrajbhumi plotting scheme, Bagodara , Ahmedabad",North-East,Ready To Move,Possession: Immediate *,Resale,not available,I81438241,[],[],"['North-East Facing', 'Close to Market']",,,"Bagodara main road touch.
Nearby nalsarovar area","['Connectivity3.6/5', 'Lifestyle3.9/5', 'Safety3.9/5', 'Green Area3.8/5']"
Dholka,https://www.99acres.com/residential-land-plot-for-sale-in-dholka-ahmedabad-south-4000-sq-yard-spid-M81433495,Residential land / Plot,3.25 Cr,₹903 /sqft,Plot_area 36000 sq.ft.l*b :*,2.0,,,Freehold,,,,"Dholka, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,M81433495,"['Arihant Hospital', 'Shri Hari Krishna Multi Speciality Hospital', 'Brinda Maternity Nursing Home', 'Sethwala Hospital', 'Patel Dental Clinic', 'Parshwanath General Hospital', ""Jekuba Children's Hospital"", 'Jivandeep Hospital Ahmedabad', 'Raj Hospital', 'Jiyansh Hospital and Prasutigruh', 'Dholka railway station']",[], ,,,"Best for farmhouse, factory, scheme project, warehouse etc...2 road corner land","['Connectivity3.9/5', 'Lifestyle4/5', 'Safety3.8/5', 'Green Area3.9/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-784-sq-yard-spid-S81413891,Residential land / Plot,60 Lac,₹850 /sqft,Plot_area 7056 sq.ft.l*b :*,4.0,,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,S81413891,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,"Looking for buyer to purchase our land available for sale in sanand, ahmedabad. Available at price of rs 60 lacs. It has plot area of 784 sq yards. It is a freehold property","['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Bavlu,https://www.99acres.com/residential-land-plot-for-sale-in-bavlu-ahmedabad-west-1411-sq-yard-r1-spid-Q75863605,Residential land / Plot,1.48 Cr,"₹1,167 /sqft",Plot_area 12699 sq.ft.l*b :*,2.0,Yes,39.4 ft,Freehold,AUDA,,Yes,"Bavlu, Ahmedabad",North,Ready To Move,Possession: Immediate *,Resale,not available,Q75863605,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage']","['North Facing', 'Overlooking Park/Garden', 'Overlooking Main Road', 'Feng Shui/ Vaastu Compliant']",,,"Exclusive plot for sale at nature's edge, bavlu Location:_ nature's edge, bavlu _area:_ 1411 sq. Yards _orientation:_ north facing _description:_ Discover the perfect blend of serenity and convenience at nature's edge, bavlu! We offer a prime plot for sale, nestled in a tranquil setting, yet close to all amenities. _key features:_ - Prime location at nature's edge, bavlu - Spacious plot area of...",
